,0,1
100,3840,0.008975744247436523
101,4480,0.008975505828857422
102,5120,0.008975982666015625
103,5760,0.00797891616821289
104,6400,0.008975744247436523
105,7040,0.008975028991699219
106,7680,0.00898885726928711
107,8320,0.008967399597167969
108,8960,0.008990287780761719
109,9600,0.00897669792175293
110,10240,0.008975982666015625
111,10880,0.008976221084594727
112,11520,0.008975982666015625
113,12160,0.008487939834594727
114,12800,0.008975982666015625
115,13440,0.008976221084594727
116,14080,0.008975744247436523
117,14720,0.009972810745239258
118,15360,0.008976459503173828
119,16000,0.009973526000976562
120,16640,0.008975982666015625
121,17280,0.008976221084594727
122,17920,0.008977174758911133
123,18560,0.008975982666015625
124,19200,0.00997161865234375
125,19840,0.008976459503173828
126,20480,0.00997304916381836
127,21120,0.008975982666015625
128,21760,0.008976221084594727
129,22400,0.00897669792175293
130,23040,0.008976221084594727
131,23680,0.008976221084594727
132,24320,0.008976459503173828
133,24960,0.008975744247436523
134,25600,0.008975982666015625
135,26240,0.008975744247436523
136,26880,0.009103775024414062
137,27520,0.008975744247436523
138,28160,0.008977651596069336
139,28800,0.009972810745239258
140,29440,0.008977890014648438
141,30080,0.008975982666015625
142,30720,0.00797891616821289
143,31360,0.009788751602172852
144,32000,0.008975982666015625
145,32640,0.00897669792175293
146,33280,0.008975982666015625
147,33920,0.008976221084594727
148,34560,0.008975744247436523
149,35200,0.008975744247436523
150,35840,0.008482933044433594
151,36480,0.00897526741027832
152,37120,0.007978439331054688
153,37760,0.007978677749633789
154,38400,0.007978439331054688
155,39040,0.00797891616821289
156,39680,0.00797891616821289
157,40320,0.007978677749633789
158,40960,0.007978439331054688
159,41600,0.007979154586791992
160,42240,0.007978677749633789
161,42880,0.008975982666015625
162,43520,0.008975744247436523
163,44160,0.008487701416015625
164,44800,0.008975744247436523
165,45440,0.008975744247436523
166,46080,0.008002519607543945
167,46720,0.007989883422851562
168,47360,0.008975982666015625
169,48000,0.007978439331054688
170,48640,0.0090179443359375
171,49280,0.008975982666015625
172,49920,0.008975744247436523
173,50560,0.008975982666015625
174,51200,0.008975982666015625
175,51840,0.008975028991699219
176,52480,0.008975982666015625
177,53120,0.008976221084594727
178,53760,0.007979154586791992
179,54400,0.008994817733764648
180,55040,0.008976221084594727
181,55680,0.007978677749633789
182,56320,0.00848531723022461
183,56960,0.008975744247436523
184,57600,0.007488250732421875
185,58240,0.008976221084594727
186,58880,0.008975982666015625
187,59520,0.008975982666015625
188,epoch,2.0
189,640,0.008975982666015625
190,1280,0.007978677749633789
191,1920,0.008975982666015625
192,2560,0.008975505828857422
193,3200,0.007979631423950195
194,3840,0.00797891616821289
195,4480,0.007978677749633789
196,5120,0.007978677749633789
197,5760,0.007978677749633789
198,6400,0.007978677749633789
199,7040,0.00797891616821289
200,7680,0.008974790573120117
201,8320,0.007979154586791992
202,8960,0.00797891616821289
203,9600,0.007978677749633789
204,10240,0.007978677749633789
205,10880,0.008975744247436523
206,11520,0.007978439331054688
207,12160,0.00797891616821289
208,12800,0.00797891616821289
209,13440,0.007979154586791992
210,14080,0.008976221084594727
211,14720,0.00797891616821289
212,15360,0.00848698616027832
213,16000,0.007978677749633789
214,16640,0.00797891616821289
215,17280,0.008975982666015625
216,17920,0.007978677749633789
217,18560,0.00797891616821289
218,19200,0.007978677749633789
219,19840,0.008976221084594727
220,20480,0.00797891616821289
221,21120,0.008975982666015625
222,21760,0.007978677749633789
223,22400,0.007978677749633789
224,23040,0.008975982666015625
225,23680,0.007978677749633789
226,24320,0.00797891616821289
227,24960,0.008504390716552734
228,25600,0.00797891616821289
229,26240,0.008975982666015625
230,26880,0.008975744247436523
231,27520,0.008975982666015625
232,28160,0.008486747741699219
233,28800,0.00797891616821289
234,29440,0.00797891616821289
235,30080,0.008975744247436523
236,30720,0.00850224494934082
237,31360,0.00797891616821289
238,32000,0.008975744247436523
239,32640,0.007974863052368164
240,33280,0.007978677749633789
241,33920,0.008975744247436523
242,34560,0.008975744247436523
243,35200,0.00797891616821289
244,35840,0.007978677749633789
245,36480,0.00848698616027832
246,37120,0.008975744247436523
247,37760,0.00797891616821289
248,38400,0.008975744247436523
249,39040,0.007978677749633789
250,39680,0.007978677749633789
251,40320,0.007979154586791992
252,40960,0.008975982666015625
253,41600,0.007978677749633789
254,42240,0.00797891616821289
255,42880,0.008510828018188477
256,43520,0.008976221084594727
257,44160,0.008975505828857422
258,44800,0.007978677749633789
259,45440,0.00797891616821289
260,46080,0.007978439331054688
261,46720,0.008975744247436523
262,47360,0.007978677749633789
263,48000,0.00797891616821289
264,48640,0.00797891616821289
265,49280,0.008975982666015625
266,49920,0.008975982666015625
267,50560,0.00897669792175293
268,51200,0.008976221084594727
269,51840,0.008975505828857422
270,52480,0.008976459503173828
271,53120,0.0084991455078125
272,53760,0.008975982666015625
273,54400,0.008975744247436523
274,55040,0.008975028991699219
275,55680,0.008975982666015625
276,56320,0.008975982666015625
277,56960,0.008988380432128906
278,57600,0.007992267608642578
279,58240,0.008975744247436523
280,58880,0.008976221084594727
281,59520,0.008976936340332031
282,epoch,3.0
283,640,0.008976221084594727
284,1280,0.0109710693359375
285,1920,0.008975744247436523
286,2560,0.008976221084594727
287,3200,0.00997304916381836
288,3840,0.007979154586791992
289,4480,0.008975982666015625
290,5120,0.008975982666015625
291,5760,0.008975982666015625
292,6400,0.008975744247436523
293,7040,0.007978677749633789
294,7680,0.008975982666015625
295,8320,0.008976221084594727
296,8960,0.008975744247436523
297,9600,0.008975982666015625
298,10240,0.008975982666015625
299,10880,0.008976221084594727
300,11520,0.00797891616821289
301,12160,0.008975982666015625
302,12800,0.007978439331054688
303,13440,0.007978439331054688
304,14080,0.007979154586791992
305,14720,0.008975982666015625
306,15360,0.007978677749633789
307,16000,0.008975505828857422
308,16640,0.007978439331054688
309,17280,0.007978677749633789
310,17920,0.007978439331054688
311,18560,0.008975744247436523
312,19200,0.00797891616821289
313,19840,0.008976221084594727
314,20480,0.00797891616821289
315,21120,0.008975982666015625
316,21760,0.008976221084594727
317,22400,0.008975982666015625
318,23040,0.00797891616821289
319,23680,0.00797891616821289
320,24320,0.007978439331054688
321,24960,0.007978677749633789
322,25600,0.00797891616821289
323,26240,0.010970354080200195
324,26880,0.008975982666015625
325,27520,0.00797891616821289
326,28160,0.008975982666015625
327,28800,0.008975982666015625
328,29440,0.008975505828857422
329,30080,0.009973526000976562
330,30720,0.008490562438964844
331,31360,0.008976221084594727
332,32000,0.008975744247436523
333,32640,0.00797891616821289
334,33280,0.007978677749633789
335,33920,0.008975982666015625
336,34560,0.007977008819580078
337,35200,0.007978677749633789
338,35840,0.008973836898803711
339,36480,0.007978677749633789
340,37120,0.00797891616821289
341,37760,0.008975982666015625
342,38400,0.007978677749633789
343,39040,0.008976459503173828
344,39680,0.008975505828857422
345,40320,0.007978439331054688
346,40960,0.00797891616821289
347,41600,0.008975982666015625
348,42240,0.008975982666015625
349,42880,0.008975982666015625
350,43520,0.007978677749633789
351,44160,0.008976221084594727
352,44800,0.008976221084594727
353,45440,0.008975982666015625
354,46080,0.007978677749633789
355,46720,0.008375167846679688
356,47360,0.00797891616821289
357,48000,0.00797891616821289
358,48640,0.007978677749633789
359,49280,0.008975982666015625
360,49920,0.008975982666015625
361,50560,0.00797891616821289
362,51200,0.008975744247436523
363,51840,0.007978677749633789
364,52480,0.008975744247436523
365,53120,0.008975744247436523
366,53760,0.008975744247436523
367,54400,0.009973287582397461
368,55040,0.009053945541381836
369,55680,0.008975982666015625
370,56320,0.009484529495239258
371,56960,0.007978677749633789
372,57600,0.008975744247436523
373,58240,0.00797891616821289
374,58880,0.007978677749633789
375,59520,0.00797891616821289
376,epoch,4.0
377,640,0.008976221084594727
378,1280,0.008976221084594727
379,1920,0.008975982666015625
380,2560,0.008976221084594727
381,3200,0.008976221084594727
382,3840,0.008975982666015625
383,4480,0.008976221084594727
384,5120,0.00997304916381836
385,5760,0.007978677749633789
386,6400,0.008975982666015625
387,7040,0.007978677749633789
388,7680,0.008976459503173828
389,8320,0.008975744247436523
390,8960,0.00897526741027832
391,9600,0.008488178253173828
392,10240,0.008976221084594727
393,10880,0.008976221084594727
394,11520,0.007978677749633789
395,12160,0.008976221084594727
396,12800,0.008975744247436523
397,13440,0.008975982666015625
398,14080,0.008975505828857422
399,14720,0.009973764419555664
400,15360,0.008487462997436523
401,16000,0.008977174758911133
402,16640,0.008976936340332031
403,17280,0.008975744247436523
404,17920,0.008975744247436523
405,18560,0.008487701416015625
406,19200,0.00797891616821289
407,19840,0.008975505828857422
408,20480,0.00897669792175293
409,21120,0.008975982666015625
410,21760,0.008976221084594727
411,22400,0.007978439331054688
412,23040,0.008975982666015625
413,23680,0.00797891616821289
414,24320,0.008975744247436523
415,24960,0.00797891616821289
416,25600,0.00797891616821289
417,26240,0.008975982666015625
418,26880,0.008975982666015625
419,27520,0.008975982666015625
420,28160,0.009483575820922852
421,28800,0.008976221084594727
422,29440,0.008975982666015625
423,30080,0.008975744247436523
424,30720,0.00897669792175293
425,31360,0.008975744247436523
426,32000,0.008976221084594727
427,32640,0.008975744247436523
428,33280,0.008975982666015625
429,33920,0.008976221084594727
430,34560,0.008975982666015625
431,35200,0.008975744247436523
432,35840,0.008975744247436523
433,36480,0.008975982666015625
434,37120,0.008975505828857422
435,37760,0.008975982666015625
436,38400,0.008975505828857422
437,39040,0.008975982666015625
438,39680,0.008975744247436523
439,40320,0.008975982666015625
440,40960,0.008976221084594727
441,41600,0.008976221084594727
442,42240,0.008975744247436523
443,42880,0.008975744247436523
444,43520,0.008975982666015625
445,44160,0.008975744247436523
446,44800,0.008975505828857422
447,45440,0.008975982666015625
448,46080,0.008975744247436523
449,46720,0.008975982666015625
450,47360,0.009973526000976562
451,48000,0.008975982666015625
452,48640,0.007978677749633789
453,49280,0.008975982666015625
454,49920,0.008976221084594727
455,50560,0.008975744247436523
456,51200,0.008975982666015625
457,51840,0.008975982666015625
458,52480,0.008975028991699219
459,53120,0.009006023406982422
460,53760,0.008991241455078125
461,54400,0.009973287582397461
462,55040,0.008976221084594727
463,55680,0.007978677749633789
464,56320,0.008976221084594727
465,56960,0.007978677749633789
466,57600,0.008976459503173828
467,58240,0.009973526000976562
468,58880,0.008976221084594727
469,59520,0.008975744247436523
